review_id,product_id,category,category_label,rating,text,pros,cons,date
15749,4106,sport,Спорт и отдых,5,"Надеюсь что прослужит долго. Так как до этого брала такой же, через полгода перестал держать температуру.","Отличный термос, температуру держит. Налила кипяток в 5 утра - в 16-30 чай горячий.",,2026-05-20
15750,4106,sport,Спорт и отдых,5,"Покупаю второй раз,первый термос прослужил полтора года,дальше уже крышечка начала подтекать,но это потому что я закрывала за нее постоянно и мыла неаккуратно,сейчас взяла не думая такой же,и все отлично!!! Рекомендую","Держит тепло очень много,прошло часов 15 чай был теплый,самое главное,если крышку аккуратно мыть и не расшатывать и не закрывать неаккуратно,очень крепкая и не протекает.",,2026-05-12
15751,4106,sport,Спорт и отдых,5,"Отличный термос, держит тепло, не протекает. Покупаем уже 3. Первый потеряли, второй упал с высоты разбился, купили ещё один",Все,Всё ок,2026-03-28
15752,4106,sport,Спорт и отдых,5,,"Шикарный термос👍👍👍берем второй, в другом цвете, качество на высоте, не пахнет, легко моется, герметичен, удобная защёлка, приятно лежит в руке, оптимальный размер, ну и самое главное отлично держит температуру, через 12 часов на морозе содержимое все еще довольно теплое, а холодное держит и того больше, спасибо",,2026-03-13
15753,4107,sport,Спорт и отдых,5,"С виду симпатичный. Объем не плохой. Влезает в подстаканник автомобиля . Не протекает. Не успела попользоваться, сын забрал себе.))) Жду скидку , чтоб заказать еще.",,,2026-07-05
15754,4107,sport,Спорт и отдых,5,"удобный красивый термос, хорошо хранит тепло. разве что при кипятке трубочку резко открываешь, может брызнуть. а так оч классный термос, беру с собой на каток",прикольный,нет,2025-12-04
15755,4108,sport,Спорт и отдых,5,,"Понравился. 24 часа держит отлично. З6 часов теплый, но я думаю 36 часов кипяток не выдержит никакой да и не больно нужно. Кому нужно купят какой нибудь профессиональный, большой. Понравился спасибо.",,2025-11-11
15756,4108,sport,Спорт и отдых,1,Просто ужас мы с ребёнком поехали в больницу думали что у нас есть кипяток а оказалось холодная вода.,Термос не протекает.,"Тепло не держит совсем, как будто это не термос а обычное бутылка. Кипяток через три часа был как холодная вода.",2025-10-10
15757,4109,sport,Спорт и отдых,5,,"Очень красивенький, такой же как на фото. Вчера в 8 вечера залили, сегодня в полдень еще горяченькая водичка. За такую цену - прекрасное качество. Спасибо.",,2026-06-27
15758,4109,sport,Спорт и отдых,5,"Термос очень даже достойный за свою цену. Проверяла, где то 6-8 часов держит хорошо. Не протекает,есть сеточка. Очень симпатичный внешне,можно даже на подарок.",,,2026-06-08
15759,4109,sport,Спорт и отдых,4,За свои 500 руб конечно оправдывает красивый вид. Жаль что нельзя поставить оценку 4 большим минусом.,"Термос красивый, удобный, заваривала душистые травы-ситечко в тему.","Минус-не держит горячее состояние воды положенные 12часов. Заварила мяту с мелиссой с собой на работу в 8утра, а к 12 он был средней температуры, около 70 градусов, в 3часа дня стал ещё более остывшим. И это летом, что будет зимой?",2026-06-01
15760,4109,sport,Спорт и отдых,3,"На ПВЗ проверяла крышку, казалось нормально будет работать. Но факт в том, что как только в термос наливаешь жидкость и кладёшь хотя бы на бок, протекает. Да, не сильно, но и это для термоса не норма. Про удержание тепла. Купила я этот термос, чтобы заваривать шиповник. Так вот времени удержания тепла не хватило, чтобы его заварить. Покупка может и не совсем для меня бессмысленная, но своих функций полноценно не выполняет. Расстроена, так как надежды были",Красивый. Без повреждений,"Мало держит тепло, не герметично закрывается",2026-02-18
15761,4110,sport,Спорт и отдых,5,"Это очередной термос бренда Intermos. Идеально подошёл в мою машину. Все предыдущие термосы рабочие, просто захотелось новый. Тактильно очень приятный, насыщенный черный цвет. Взяла для кофе и лимонада в машину.",,,2026-07-23
15762,4111,sport,Спорт и отдых,5,"Термос очень приятный на ощупь, не подтекает в сумке, а опыт таскания подобных небольших термосов с собой у меня внушительный. Рекомендую!","Реально держит тепло, вид крутой",,2025-09-04
15763,4111,sport,Спорт и отдых,4,"Да в целом нормальная бутыль, брал не ради изотермических качеств, а для не привлекающего внимания прибухивания в купе поезда😄 На мой нескромный взгляд, переплата вдвое, примерно. Сойдёт ☺","Дизайн, соответствие фото, удобство.","Основной минус - цена, вот серьёзно, бутылка не на все деньги, налицо оверпрайс. Бутыль максимально простая(ну насколько термобутылки вообще сложные предметы). Уплотнение пробки наружное, а это самый ленивый способ😄 Кружок на донышке - это просто серебристая наклейка, в моём случае, неровно наклеенная.",2025-07-28
15764,4111,sport,Спорт и отдых,5,"Очень удобный, в машине смотрится 🔥просто муж доволен.","Хороший термос стильный особенно чёрный, шикарный просто, сначала купила мужу на подарок, не удержалась от такой красоты и себе тоже)), долго не могла выбрать цвет термоса себе, все красивые!, спасибо за наклейку.",,2025-06-11
15765,4111,sport,Спорт и отдых,5,"Внутрр была наклейка в подарок, сыну понравилось, сразу приклеил","Очень хорошо держит тепло, с вечера до 7 утра вода еще горячая была",,2025-02-26
15766,4111,sport,Спорт и отдых,5,"В целом красивый, оригинальный и функциональный термос.","Удобный и лёгкий. Качественно сделан. Тепло держит нормально. Нравится петля сверху для ношения в руках или цепляния за рюкзак. Пробка внутри металлическая, считаю это плюсом.",Пока не выявила,2024-11-18
15767,4112,sport,Спорт и отдых,5,,"Холод ещё не сохраняли, но тепло держит, как заявлено. Отличная вещь, легкая, тепло держит, но сама при этом не нагревается. Спасибо продавцу!",,2026-03-23
15768,4112,sport,Спорт и отдых,5,Товар соответствует описанию. Брали на подарки мальчикам. Надеемся что качественные характеристики будут соответствовать заявленным. Товар пришел быстро. Все бутылки целые. Упакованы в пакетик и коробку. Рекомендую продавца,,,2026-02-16
15769,4112,sport,Спорт и отдых,5,,"Отличный термос! Держит и холод и тепло. Указано 3 часа! Но я хочу сказать- намного больше по времени. Если брать в дорогу тёплую воду, то держит до вечера, не остывает вода👌",,2026-02-16
15770,4112,sport,Спорт и отдых,3,Решите вопрос с часто слезающей резинкой с крышки. И на холоде могут прилипать губы бутылке),"Симпатичная. По размеру большая, длинная, точнее, визуально. Пишу на примере 750 мл. Держит температуру жидкости.","Слезет быстро краска с бутылки. Главный минус-легко и часто слезает резинка с крышки,хорошо если остаётся в бутылке. Очень не серьёзно, так не доработать функционал.",2026-02-05
15771,4112,sport,Спорт и отдых,5,Первое впечатление хорошее. Удобно держать в руке. Достаточно объемный. За время нахождения на работе (8 ч) вода в термобутылке практически не остывает,,,2025-12-16
15772,4113,sport,Спорт и отдых,4,"Сам термос возможно хороший но пробка с жестянки и пустая, поэтому очень горячая и кружка тоже горячая, сутки держит но не Вау! Возврат.",,,2026-07-25
15773,4113,sport,Спорт и отдых,5,Мне понравился очень хороший термос держит очень хорошо зимой вечером делаю хватает до следующего вечера ) в поле,Пользуюсь уже год все нравится,Минус крышка маленькая а так больше минусов нет,2026-05-30
15774,4114,sport,Спорт и отдых,5,,"Купила для приготовления смеси на улице ребенку, боялась что будет недолго держать тепло - в итоге держит супер👍🏻 даже за ночь до конца не остыла вода",,2026-06-30
15775,4114,sport,Спорт и отдых,4,Надеюсь в будущем пофиксят,"Термос классный , температуру держит долго, дизайн красивый, удобный, компактный.","После использования в горлышке остается часть выпиваемого напитка, силикон лишь закрывает отверстия из-за чего эта часть выливается наружу, если содержимое сладкое и цветные то контактирующие предметы будут липкими и цветными. Металлический Стержень на котором держится и открывается крышка не имеет шляпок от случайного вынимания( при долгой носке и вибрации может вылезти из предназначенного места). В остальном все Гуд))",2026-05-24
15776,4115,sport,Спорт и отдых,5,"Температуру держит хорошо, настроение поднимает. На то сколь часов выдерживает кипяток кипятком, не проверяла. Но за 5 часов учебы чай не остывает",,,2026-01-21
15777,4115,sport,Спорт и отдых,5,,"Товар пришёл в заводской упаковке. Выкупили. Яркий как на фото, красивый, удобный в использовании термос. Никакого постороннего запаха. Дочке в школу само то. Ребёнок очень доволен. Спасибо за качество👍 Как долго держит тепло пока не знаю, но уверенна что всё🔥",,2025-12-05
15778,4116,sport,Спорт и отдых,5,"Термос- кружка очень классный! У меня тоже такой я брала в тренажерку, вода не проливается! Мужу взяла на работу! Дизайн классный!",,,2026-06-14
15779,4116,sport,Спорт и отдых,3,,Внешний вид и расцветка,"Не удобно пить через трубочку совсем, у других продавцов поднимается пластиковый носик, через который жидкость поступает по трубочки",2026-06-14
15780,4116,sport,Спорт и отдых,3,"Если использовать как бутылка для холодного то норм, если для горячего то нет , не держит вообще тепло",Внешний вид,Тепло не держит,2025-12-17
15781,4116,sport,Спорт и отдых,1,"Запаковывайте свой товар, совет на будущее, в таком виде противно даже в руки брать","Сама термобутылка нормальная на вид, посмотрим как в использовании будет","Ужасная доставка, сама бутылка в мятом пакетике засунута в очень мятую грязную коробку, всё открыто-незапечатано, нужна была срочно, а так бы отказалась.",2025-10-23
15782,4116,sport,Спорт и отдых,1,,"Быстрая доставка, без запаха, лёгкий, но не удалось воспользоваться из-за брака. Коррозия внутри, кажется,что не впервые отказываются из-за брака, т.к. коробка потрёпанная жизнью. Перезаказала в другом цвете, чтобы точно не вернулся обратно.",Коррозия,2025-10-15
15783,4116,sport,Спорт и отдых,3,,"Понравилась очень корма, удобно пить, удобно держать в руках и ручка очень удобная",Никакой защиты от протекания нет.. В первый же день у сына пролилось всё в рюкзаке ((( а после нескольких использований (2-3раза) на дне появились пятна типа ржавчины... Ничем не отмывается... Наливали только чай. Мне очень жаль.,2025-09-23
15784,4116,sport,Спорт и отдых,4,,"Купила два разных термоса с трубочкой, но маме этот не подошёл, не хватает сил защелкнуть крышку, тепло держит не сильно долго Внешне красивый",,2025-09-15
15785,4117,sport,Спорт и отдых,1,,,"Развалился на составляющие при первом же использование не рекомендую !!! Продавец ответил что это не гарантийный случай ( Хочу заметить что кружка пришла целый но развалилась при первом же открытие кружки на составляющие , не думаю что она Вам нужна !",2026-07-22
15786,4117,sport,Спорт и отдых,4,,,"Липкое :пружина на крышке и крепёж кнопки, штативчик постоянно наровит выпасть. А так отлично. Но нужно не потерять.. Или чашку придётся выбросить",2026-07-13
15787,4117,sport,Спорт и отдых,5,"Отличная кружка . До этой заказали точно такую же , но она пришла с повреждениями , ждем возврата 👍",Всё!,,2026-07-04
15788,4118,sport,Спорт и отдых,5,,"Держит кипяток с 23:00 до 14:00 ! При том, что ночью стоял возле открытого окна. Брала для смеси новорожденному, надеюсь дальше будет также держать тепло)",,2026-07-01
15789,4118,sport,Спорт и отдых,5,,"Наконец-то нашла тот самый термос из Pinterest!😍 В нём прекрасно всё: минималистичный дизайн и потрясающий матовый кремово-бежевый цвет, который просто создан, чтобы быть у меня на кухне и вписывается в любой образ на прогулке😊 Термос пришёл в красивой упаковке, внутри была инструкция и положили дезодорирующий пакетик , все детальки выполнены качественно и их легко мыть Горячий чай у меня продержался больше суток в поездке, а холодная водичка остается холодной даже Краснодарским летом) Закажу такие подругам и мужу на подарок, спасибо за такой качественный товар👍",,2026-06-06
15790,4118,sport,Спорт и отдых,5,"Отличный термос! Хорошо держит тепло (утром налил кипяток вечером напиток еще горячий), компактный, легко помещается в сумку. Крышка закручивается плотно, ничего не капает и не проливается. Рекомендую.",,,2026-04-19
15791,4119,sport,Спорт и отдых,5,"Держала температуру около 6 часов(вода была горячая, но не изначально - кипяток. Посмотрим, как дальше). Не течёт. Мне понравилась. Спасибо продавцу и всем кто отправлял! Все пришло нормально.",,,2026-07-25
15792,4119,sport,Спорт и отдых,4,"Начиталась положительных комментариев, про запах почти никто не написал. Не могу понять, как его выветрить",На вид красивый. Не протекает,От частей крышечки (похоже от ситечка ) запах химии. Как избавиться от него?,2026-07-09
15793,4119,sport,Спорт и отдых,5,"Просто супер! Налила кипяток в 16.35. Открыла в 22.05, чтобы проверить, на сколько остыл. Чуть не обожглась, как налила кипяток, так и остался оооочень горячим. Утром проверила, конечно, не кипяток, но вполне себе очень тёплый. Короче, с задачей справился на 5+.",,,2026-06-17
15794,4119,sport,Спорт и отдых,5,"Купила, чтобы брать с собой воду для смеси. Через заявленные 9 часов вода была еще более менее теплая, хотя на 9 часов я и не рассчитывала. На 3 кормления точно хватает, но я наливаю воду 45 градусов",Хорошо держит температуру,,2026-06-25
15795,4119,sport,Спорт и отдых,5,,"Он шикарный) и очень долго держит тепло, дольше, чем мои привычные термосы, поэтому приходится даже разбавлять холодной водой пока, иначе пить невозможно часа через 3😁 но зимой я думаю, это будет на руку",,2026-06-14
15796,4119,sport,Спорт и отдых,5,"Очень красивый и милый. Заказала всем подружками и себе уже раз 3ий,потому что мою в посудомойке(",,покрытие не выдерживает посудомойку,2026-06-01
15797,4120,sport,Спорт и отдых,5,,"Товар пришел хорошо упакованный, без царапин и вмятин. Благодарю продавца. Купила термос в дорогу, думаю, что удобно будет им пользоваться в дороге. Фишка- жидкость можно пить через трубочку.",,2026-07-19
15798,4120,sport,Спорт и отдых,5,"Доставка быстрая, упаковано хорошо. Сам термос выглядит очень презентабельно, удобно держать в руке приятно. Не протекает. Возникший вопрос продавец решил оперативно, что очень приятно. Благодарю.",,,2026-07-18
15799,4120,sport,Спорт и отдых,5,"Спасибо большое за обратную связь, конечно, я сама решила сделать себе исклюзвный ремешок на бутылочку, навыки вязания, плетения и фантазии у меня хватает",,,2026-05-26
15800,4120,sport,Спорт и отдых,5,"Кружка просто супер! Очень нужная вещь для горячего чая или холодной воды, муж без неё из дома не выходит. Благодарю Продавца за действительно хороший товар!","Отличная термо-кружка! Купила чёрную - подарок мужу. Доставлено быстро, упаковано в фирменную коробку. Никаких повреждений или брака! Тестировали кружку в разных условиях - удобно брать с собой на прогулку, прекрасно стоит в подстаканнике в авто. В машине особенно удобно, потому что муж теперь сам одной рукой берет кружку, открывает и через силиконовую трубочку пьёт за рулём и потом так самостоятельно закрывает и ставит на место. Обычную бутылку с водой так одной рукой не откроешь... И если не переворачивать кружку вверх ногами - она не проливается! Это огромный плюс, как и то, что пить можно не только через соломинку. И пластик довольно крепкий, потому что пару раз кружкой при переноске стукали о стену подъезда, и ни малейшей царапинки. Температуру держит до 3-х часов, но это не мало для кружки, которая все-таки не термос. Фото не прилагаю, потому что кружка полностью соответствует описанию.","Ремешок для руки маленький, на руку не надеть, можно только держать пальцами, а это не всегда удобно.",2026-05-23
15801,4120,sport,Спорт и отдых,5,"Наконец-то, спустя миллион просмотров, нашла лаконичный чёрный термос с минимум дезигнерских элементов. Он с трубочкой, что мне и было нужно, но есть и обычная поилка — удобный вариант, в общем. Был упакован только в коробку от производителя и плёнку. Пришёл целый.",,,2026-05-18
15802,4120,sport,Спорт и отдых,4,"Не было ремешка в комплекте. Если перевернуть, то немного капает. Резина приклееная к донышку не достает до поверхности, поэтому будет скользить по поверхности. Хотелось чтобы было ситечко. А так, чтобы на некоторое время сохранить горячий чай, вполне пойдет...",,,2026-05-17
15803,4120,sport,Спорт и отдых,5,"Долго напиток остаётся горячим, круто, что можно пить, как из бутылки с соской (за рулём очень спасает), и обычно, крутая, стильная, удобная",Абсолютно идеальная кружка,,2026-05-05
15804,4121,sport,Спорт и отдых,5,В целом рекомендую!,"Внешне очень красивый термостакан. Выполнен, на первый взгляд, качественно.","Ощущается химический запах внутри. Надеюсь,что это временное явление.",2026-07-13
15805,4121,sport,Спорт и отдых,5,,"Кружка огонь просто. Очень удобная. За рулем особенно удобно пользоваться ей, даже если немного наклонить, то ничего не прольется из носика. Не протекает. Тепло держит достаточно долго. И пить можно и из трубочки и просто крышечку открыть. Во все размеры подстаканников помещается спокойно. Из руки не выскальзывает. Отличная кружка)",,2026-07-02
15806,4122,sport,Спорт и отдых,5,"Прекрасный термос. Брала для похода, очень спасал. Темп держит долго, чай был всегда горячим, что в горах немало важно. Рекомендую",,,2026-07-20
15807,4122,sport,Спорт и отдых,5,"Тепло держалось достаточно долго поимерно с 7 утра до 19 (был чай). Хороший внешний вид, удобный клапан с сеткой, не плохая чашка.",,,2026-07-17
15808,4122,sport,Спорт и отдых,5,"Бомбический термос. Описание соответствует на 100%: не протекает, держит кипяток реально долго. Красивый дизайн. Единственный минус - это большая наклейка по центру, снимать пока не стал.",,,2026-07-17
15809,4122,sport,Спорт и отдых,5,"Пока не могу ни чего конкретно сказать, пока держит! Но эти термосы меня разочаровали, беру не первый раза, служат от силы месяца три!",,,2026-07-15
15810,4122,sport,Спорт и отдых,5,"Отличный термос, сегодня утром налил кяпиточку к 12.00 температуру держит. Посмотрим как до конца рабочего дня будет до 19.00 . Потом добавлю. Ах да переворачивал поддеков нет, держит.",,,2026-07-10
15811,4122,sport,Спорт и отдых,5,,Отличный термос. Температуру держит отлично. Залила кипяток в 11 дня. А на следующий день в 8 утра он был ещё тёплый. Рекомендую,,2026-07-12
15812,4123,sport,Спорт и отдых,4,"Заказывал четыре бутылки разного цвета. Все хорошего качества, но синяя с небольшой вмятиной на дне, поэтому немного неустойчиво стоит на столе (это не поправимо, за это минус звезда) и ещё ситечко просто лежало внутри бутылки (аккуратно вставил обратно)",,,2026-06-29
15813,4123,sport,Спорт и отдых,2,,"Упаковка товара выполнена таким образом, что невозможно проверить товар без выкупа. В итоге нельзя увидеть ни цвет, ни качество выполненных материалов, ни качество открывания/закрывания, ни качество выполненных элементов товара. Нужны были 2 кружки/термоса. В итоге зря прождала доставку и осталась без кружек.",,2026-05-08
15814,4123,sport,Спорт и отдых,5,,"Второй раз заказываю этот термос , очень мне нравится . Компактный, удобный, кипяток держит долго . В этот раз обьем чуть меньше взяла, для того чтобы удобно было носить в сумочке .",,2026-04-18
15815,4124,sport,Спорт и отдых,5,,"Самый лучший термос и такой красивый и приятный на ощупь!!!! Спасибо!!!! В деле ещё не пробовали, но думаю что все хорошо",,2025-09-28
15816,4124,sport,Спорт и отдых,5,"Я воссторге от термоуружки, это любовь с первого взгляда 😍 отличный горячий кофе, долго держит тепло, гермитивна, спасибо 😁","Оригинальная, качественная, интересный дизайн!",,2025-09-15
15817,4124,sport,Спорт и отдых,5,,"Отличный термос,уже второй купила. В машине очень удобно,дети пьют с трубочки,не обливаются,в путешествиях просто огонь 🔥 держит и холод и тепло. Удобно что 2 доступа для питья. Рекомендую!",,2025-08-20
15818,4125,sport,Спорт и отдых,5,"Термокружка была выбрана путем сравнений нескольких . Кружка не течет, тепло держит даже дольше, чем заявлено продавцом. Очень стильная, приятно держать в руках. Очень удобно , что есть трубочка встроенная . Спасибо продавцу 🌸",Внешний вид,,2026-02-06
15819,4125,sport,Спорт и отдых,5,,"Качество хорошее. Цвет приятный, ненавязчивый. Кнопки все работают без приложения усилий. Покупала на подарок 23 февраля, не удержалась и подарила за месяц. Муж доволен, а это самое главное. Заказала еще один в своем любимом сиреневом цвете",,2026-01-28
15820,4125,sport,Спорт и отдых,5,,"Термос тактильно очень приятный, тепло держит долго, как и холод. Не протекает. Беру не первый раз. Отличный вариант для подарка. Коробка целая, а доставка очень быстрая.",,2026-01-18
15821,4125,sport,Спорт и отдых,5,Советую всем приобрести такую кружку. Качество 🔥🔥🔥,"Термокружка качество на высшем уровне. Удобный, держит тепло хорошо. Очень понравилось. Дети довольны",Минусов не нашла,2026-01-01
15822,4125,sport,Спорт и отдых,5,"Уже пользуюсь окало 3х месяцев, только положительные эмоции, рекомендую к покупке! В авто не заменимая, даже в холода!","В холодное время (-20 на улице) в заглушенной машине через 3 часа, кофе еще горячий!",Верхняя пипка наверно лишняя вещица,2025-12-24
15823,4125,sport,Спорт и отдых,5,"Очень понравился внешний вид. Кружки. Брали с собой в отпуск, в поездку. Хорошо справлялся, как с горячим, так и с холодными напитками. Пользоваться очень удобно. Порадовала конструкция. А самое главное при покупке новой вещи отсутствовали посторонние запахи.",,,2025-10-19
15824,4126,sport,Спорт и отдых,5,"Бутылка понравилась. То что нужно было как более лёгкая и компактная альтернатива термосу. Можно возить в флягодержателе велосипеда или в боковом кармане рюкзака и не беспокоится, что напиток быстро остынет и замерзнет.","Долго держит чай горячим когда полный. Крышки плотные и не протекают совсем. Стенки остаются холодными при налитии кипятка. Тепло в основном уходит через серый пластик крышки, они чуть тёплым становятся. Держал на улице в минус 7-8 два часа и чай оставался слишком горячим, чтобы пить из горлышка. Размером почти не отличается от обычных фляг такого же объема. Как раз входит в велосипедные флягодержатель и не болтаются. Брал для пеших, лыжных походов и велопрогулок на фэтбайке в холода. Весит 270 гр. когда пустой и сухой. На весах вышло 272 гр, это из-за остатков чая.",Надо предварительно охлаждать напиток чтобы пить из горлышка либо брать кружку с собой.,2025-01-21
15825,4126,sport,Спорт и отдых,5,"Приятная бутылка. Покупала мужу под холодную воду, он протестировал, доволен. Удобный поильник, достойно держит температуру, с поправкой, что это не термос. Жаль, что не снимается ручка для переноски.","Лёгкий, герметичный",Не выявлено,2024-11-23
15826,4127,sport,Спорт и отдых,4,"Да, очень обидно что на складе так ужасно относятся к товару, подарить термос теперь не могу, буду покупать отдельно упаковку",,,2026-07-13
15827,4127,sport,Спорт и отдых,5,"Взял этот термос специально, чтобы держать на рабочем столе и очень доволен.Теперь не нужно каждые полчаса бегать за кофе ,напиток остаётся горячим. Очень выручает , когда нет возможности оторваться от дел. Компактный, не мешает документам и монитору. При этом объём достаточный. Рекомендую!",,,2026-06-26
15828,4128,sport,Спорт и отдых,5,,"Классный, стильный, качественный, тепло держит на ура, в семь вечера налила кипяток и до семи утра кипяток и ещё простоит достаточно, спасибо производителю!",,2026-07-11
15829,4128,sport,Спорт и отдых,5,"Держит хорошо, 9-10 часов горячи чай, зимой наверно будет меньше держать, а для лета отлично. Удобно заваривать чай хорошо придумали колбаску с ситечком. Удобно наливать и открывать крышку.",,,2026-07-10
15830,4128,sport,Спорт и отдых,5,"Термос хороший по функционалу - держит до 12ти часов тепло. Не кипяток, но горячий чай пить можно. Рекомендую",Дизайн и качество,,2026-06-27
15831,4129,sport,Спорт и отдых,5,"Доставка быстрая, термос красивый. Не подошол диаметр для подстаканника в машину, нужен был по больше, сразу не учла, а этот изящный, аккуратный.",,,2026-07-22
15832,4129,sport,Спорт и отдых,5,"Отличный термос. Залила кипяток в 19.00ч, в 2 ч ночи еще был кипяток, в 11.00 вода была теплая. Для меня в дальнюю дорогу самое то",,,2026-07-10
15833,4129,sport,Спорт и отдых,5,"Подарила термокружку Joylux 520 мл мужу — он в восторге! Теперь берёт её с собой на работу и на рыбалку: говорит, что кофе остаётся тёплым чуть ли не до вечера. Объём идеальный: не нужно доливать, но при этом кружка не выглядит громоздкой. Дизайн сдержанный, мужской, стильно смотрится. Не скользит. Плюс крышка реально герметичная — в рюкзаке ничего не пролилось.",,,2026-07-06
15834,4129,sport,Спорт и отдых,5,"Термо-кружку очень понравилась, за азал к ней отдельно ситечко с контейнером (диаметр 45 мм), оно идеально подошло. Поэтому я доволен в двойник!","Красивый строгий дизайн, без излишних выпуклостей.",Жаль нет ситечко в комплекте.,2026-06-29
15835,4129,sport,Спорт и отдых,4,"Подбешивает что крышка беспонтовая, надо ровно по резьбе крутить чтобы закрылась, не с той стороны начнешь крышку закручивать, то все хана",Практичность,Крышка плохо закрывается,2026-06-29
15836,4130,sport,Спорт и отдых,5,"В 10 налила чай, в 14 пила горяченький в парке , шикарно. Удобно","Отличная , удобная, не течет, держит тепло",,2026-06-06
15837,4130,sport,Спорт и отдых,5,"Приобрела для разведения смеси вне дома. Утром залила 50 градусов, на пробу, а то мало ли, через 3 часа вода сохранила эту же температуру. Рекомендую!",Замечательно сохраняет температуру воды. Хороший объем. Легкий термос.,,2026-03-24
15838,4131,sport,Спорт и отдых,3,,"качество самого термоса приятное, внешне хорош. есть небольшая кружечка, благодаря которой в сумке ваш напиток не прольется. доставили в том цвете, который и заказывала.","но! сам термос под крышкой может протечь. если это произойдёт, то при открытии обеспечены мокрые руки. да, будто можно его носить аккуратно, но думать об этом грустно. если пьешь из термоса, то нос упирается в крышку, не очень удобно (но может мой нос просто очень длинный, и остальным будет комфортно))",2026-07-04
15839,4131,sport,Спорт и отдых,5,"Если я в 7.00 утра налила горячий кофе, то в 15.00 он еще горячий, к 19.00 теплый. Считаю, что это довольно долго. Еще его удобно мыть, есть кружка сразу и он очень красивый. Не проливается.",Очень красивый и долго держит тепло.,Нет.,2026-01-25
15840,4131,sport,Спорт и отдых,5,"Рекомендую к покупке, очень удобно пользоваться и носить с собой. Тепло держит до утра, к утру вода не горячая а тёплая. Для такого размера очень даже хорошо",Всё,Всё ок,2026-01-25
15841,4131,sport,Спорт и отдых,5,,"Спасибо всем! Визуально красивый. Подарила маме. До этого дарила другой термос, он не держал тепло. На этот жалоб не поступало. Пришел быстро в Калининград. Был дополнением к подарку.",,2026-01-24
