full_text,sentiment
Очень красивый комплект постельного белья еще и за такую цену. Единственное тонкая простынь. Но это впринципе не на что не влияет. Ставлю 5 звезд. Очень приятное на ощупь,positive
Постельным бельем очень довольна качество супер хоть из-за такие малые деньги меня все устраивает рекомендую спасибо продавцу и производителю качество материала супер двуспальная белье стирала только один раз пока не полиняла будем надеяться что дальше и так будет,positive
"Белье отличное. Приятная, нежная ткань. Никаких катышек, не линяет после стирки, сохнет быстро. Мне нравится. Расцветки на любой вкус, я жду уже третий комплект.",positive
"Взяла на подарок, надеюсь, что без брака. На пвз распоковывать не разрешили. Беру второй комплект у этого же продовца . Первый комплект был отличный, только другой расцветки",positive
"Красивая расцветка. Выдержала стирку при 40 градусах, не полиняла. Ткань жестковатая. Удивление вызывает требование о стирке не более при 30 градусов, вроде хлопок 100%. Много торчащих, необрезанных ниток по швам. Посмотрим как будет в использовании.",neutral
"Не рекомендую  Качество плохое, швы плохо прошиты. На ощупь не очень приятное, скользкое. Наволочки написано 50*70, по факту пришли 70*70.",negative
Резинка не держит от слова совсем. Материал покрасил весь матрас и подушки. Живем на съемной квартире и требуют купить новые матрас и подушки из за этого постельного белья. Все красное 😡😡,negative
"не знаю в чём причина, но простынь не соответствует размеру, указанному в описании, она точно не 120х60. может быть, не ту положили в комплект и это, к сожалению, никак не проверить при выкупе товара на пвз",neutral
"Ужасная упаковка товара!!!! Детское бельё засунули комком в грязный пакет. Видно до нас кто-то смотрел, не взял, нам так и отправили. Разве так делается? Никогда не писала отзывы, но тут просто слов нет. Муж принёс, не проверил, если бы знала, что так будет- не стала бы выкупать. Нет желания что-то покупать у таких продавцов.",negative
"Простынь не по размерам,которые указаны у производителя,на матрас вообще не налезла,причём в других отзывах есть фото на подобный матрас,и там все хорошо сидит,брак!!!",negative
"Ответ на отзыв полный бред и никак не описывает несоответствие указанных данных в карточке и того факта что это 1,5 спальное постельное белье а не 2 спальное)",negative
"Белье не 2х спальное как указано в карточке товара а 1,5 спальное. Продавец указывает некорректную информацию и вводит в заблуждение",negative
"Цвет не как заявлено, серый и будто лет 10 постельному. Забирала не сама на пункте выдачи, поэтому увидела только открыв дома и ужаснулась. Спасибо",negative
"Красивое постельное бельё в стиле беби шик. Кто пишет про черные точки, это структура ткани , как типа под лён.",positive
"Спасибо за ответ, действительно, после стирки мягче , но немного не то, но цвет не потерялся , смотрится стильно , в наследство прапраправнукам не планируем в сундуке хранить !",positive
"Немного грубовато , но постирать советую , за такую стоимость , не жалко испортить , но на деле оказалось красивым и выносливым !",positive
"Не забрала, мне понравилось качество ткани, но сама расцветка и эти чёрные точки придают вид, как будто с общаги у таджиков забрала, не хватает только пятен от какашек и пятен крови;) возможно в других расцветках хорошо всё. Эта расцветка кубик и цветочек бракованная партия, многие люди писали об этом, понадеялась, что мне норм придёт, но нет",negative
"Заказ упакован в пакет, дошло всё в целости. Нравится этот комплект, заказываю уже не первый раз. Качество отличное, натуральный материал, красиво смотрится, рекомендую.",positive
Здравствуйте. Товар пришёл в хорошей упаковке. Размер и цвет соответствуют описанию и фото. Постельное бельё приятно по ощущениям и радует узором. Благодарю за качественный товар!,positive
"Очень качественное белье,Василиса это супер,фото к сожалению нет выписывала дочери в другой регион,доставка молниеносная спасибо продавцу а также ВБ, рекомендую",positive
"Спасибо, пришло быстро, упаковано, правда, не очень.. В простой пакет и коробку. Брала на подарок. Но все равно спасибо, буду что-то думать с упаковкой.",positive
"Пришло всё как на картинке + приятное к телу, очень понравилось, только упаковано в обычную коробку если на подарок то как-то не очень, в остальном всё отлично. Спасибо продавцу за товар и быструю доставку.",positive
"Минус 2 звезды за упаковку. Брала в подарок родителям, пришлось оставить себе, потому что стыдно дарить в таком пакете😒 К качеству и цвету претензий нет, но упаковывайте как следует.",neutral
"хороший комплект, понравился, без брака, всё как в описании. пришел быстро уже на следующий день после заказа, спасибо продавцу 👍👍👍",positive
"Очень хорошее постельное белье, особенно за такую цену, я уже раньше брала, мне понравилось, теперь взяла подруге на подарок.Белье спокойного цвета, при стирке не линяет, не выцветает, я уже год как пользуюсь. Бязь мягкая, но при этом плотная. Вообщем, берите, не пожалеете!",positive
"Хороший комплект. Хотелось бы, чтобы на наволочках был Лев или хотя бы львенок. Можно хотя бы на одной... Был бы супер...",positive
Как поведёт себя после стирки пока не знаю. Продавца и товар рекомендую. Заказ пришёл вовремя. Покупал сыну - он лев по гороскопу. Соотношение цена-качество отличное! Красивое постельное. Приятное. Всё устроило.,positive
"Все понравилось,уже выбираю дополнительный комплект) Очень красивый цвет,белье приятное на ощупь,соответствует размеру,комплект полный ,после стирки цвет не поменяло,за такую сумму(меньше 1000р )просто подарок !",positive
"Быстрая доставка, большое спасибо. Немного подвела упаковка. Не серьёзный, рваный целлофановый пакетик. Постельное покупали в подарок, так, что пришлось переупаковывать.",positive
"За свою цену комплект отличный. На матрас 160х200х23 - идеальный размер. Цвет насыщенный, на ощупь приятная ткань. Обязательно закажу еще другого цвета Цвет, размер",positive
"Думала будет галимая синтетика. На ПВЗ проверила и мне очень понравилось на ощупь. И действительно,очень приятный материал,не магнитится и не прилипает. Цвет Всё хорошо",positive
"Белье по качеству хорошее, но после стирки мнется, как бязь, думала будет более мягкое. На фото оттенок пододеяльника и двух наволочек с рисунком более светлый, в реале оказался темнее, бежевый.",positive
"Постельное понравилось. Не проверяла в ПВЗ, а когда дома достала для стирки. Нет одной наволочки коричневого цвета. Немного расстроилась. Снимаю звезду, что собирают не полный комплект. Обидно, что у нас работают не ответственные люди. Комплект выкупили. Сдавать не будут.",positive
"Отличное качество,приятное к телу ткань, цена=качество 👍Понравилось ещё,что 4 наволочки,две среднего размера,две большие.Простынь на резинке,прошито все отлично,нитки ни где не торчат.Запаха никого нет.В общем я очень довольна покупкой🥰,закажу ещё один комплект другой расцветки.Всем рекомендую к покупке",positive
"Постельное белье прям такое какое надо было, простыня на резинке , пододеяльник с молнией и есть наволочки 50*70, это все что мне надо было ) сразу постирала, ничего не село, цвет не изменился.",positive
"Это уже третий комплект от этого бренда, цена очень приятная. В комплекте 4 наволочки, простыня на резинке и пододеяльник на молнии. Ткань плотная, хлопковая, отлично стирается. Рекомендую на 100%! Качество",positive
"Комплект мне понравился ,сомневалась забирать с пункта или нет ,много негативных отзывов , но на ощупь приятный , постирала ,всё норм. Цена хорошая .",positive
"В целом постельное белье мне понравилось. Но хочу сделать два замечания: оттенок ткани не такой, как на фото, а просто мышиный серый и нет никакой молнии на пододеяльнике: обычный разрез сбоку.",positive
"Постельное бельё очень понравилось, сначала взяла один комплект, потом заказала второй, а сейчас идёт третий 🥰 по лицам детей видно что они восторге, бельё после стирки цвет не поменял, не вытянулся, спать комфортно 🔥👍",positive
"Ткань норм, цвет не линяет. Боялся ч будет скользкая противная ткань, не бойтесь, прекрасная ткань за эти деньги. Уракованно аккуратно",positive
"Звезду снизила за то, что сшито криво и везде торчат нитки. Сам комплект по расцвете светлее, чем нарисован. В целом расцветка не броская, приятная. Имейте виду, что это полиэстер, не хлопок",positive
"Качество за такие деньги,оно просто офигенное,постельное рекомендую,не меняет,брала для вахты,и просто удивилась,что за такие деньги и такое качество Качество Все хорошо",positive
"Заказала два комплекта - бежевый и шоколадный. За свою цену комплекты вообще отличные. Не электризуются, но немного липнет шерсть. После стирки не село и не потеряло цвет",positive
"Постельное хорошего качества , покупаю уже не первый комплект , не меняет цвет после стирки не линяет , приятное на ощупь.Комплекты долго служат за такую стоимость, продавца рекомендую 👍🏻",positive
"Хороший комплект. Упаковка самая простая -прозрачный пакет. Цвет соответствует заявленному - шоколадный. Размеры и комплектность тоже в порядке. Ткань мягкая, к телу комфортная. После стирки цвет остался неизменным, вода не окрасилась. Рекомендую. Для еще более комфортного использования купила простынь на резинке и наволочки 50х70 такого же цвета.",positive
"Очень красивое и качественное постельное бельё. Понравился выбор цвета и что он без всяких рисунков и узоров,бельё гладкое мягкое.Приехало хорошо упакованное без брака.",positive
"Очень понравился комплект, все как и заявлено, все размеры совпадают. Цвет насыщенный, стильное, нежное, к телу нежное и приятное, сильной электризации не заметила. Посмотрю, как будет после стирки, но на данный момент - только плюсы и положительные эмоции!",positive
"После этой покупке это постельного забыла про другие, стираю и опять одеваю, качество отличное, мягкое, закажу в др расцвете. Рекомендую",positive
"Беру не первый раз эту фирму, качество хорошее, рисунок долго не теряет яркость, первому комплекту почти 4 года и до сих пор в нормальном состоянии) Данный комплект очень приятный по расцветке, приглушенные приятные цвета.",positive
Хотела бы заказать простынь такой же расцветки только больше размер. Можно ли? Здравствуйте нам не подршла по размеру. Простынь Можно ли заказать отдельно такую же по цвету размер 160,negative
"Оочень нежная постель не смотря на то что не так дорого, мягкая, даже сыну понравилось и уснул у меня в комнате, буду брать еще белые комплекты у этого продавца. Кто-то там писал белье с пятнами вы походу сами мажете мараете постель и выкладываете в отзыв, рекомендую продавца всё идеально белоснежно и хорошо упаковано, берите не сомневайтесь💗💗💗 не электризуется схоже с хлопком приятное к телу",positive
"Брала 2 комплекта, на одном пятна и разводы, небольшие, при стирке не отстирались Второй без дефектов Но в целом белье понравилось, приятное и белоснежное Оставила оба комплекта",positive
"Очень качественное постельное белье, я просто в восторге… Беру уже не первый комплект этой фирмы… брала бежевый год назад, постельное до сих пор не выцвело, не потеряло форму, а самое главное что оно очень мягкое и приятное к телу, взяла ещё один комлект, теперь в белом цвете… в общем я в восторге, рекомендую 👍🏻👍🏻👍🏻",positive
"Ужасное постельное, мало того что оно пошло катышками после стирки, так еще и спать на нем не возможно. Синтетика полнейшая, не рекомендую 👎",negative
В следующий раз буду внимательно выбирать состав… Вначале нравилось тактильно. Быстро сохнет. Быстро начало кататься. Тонкое. Гладить тяжело. Из-за того что кожа под таким материалом не дышит начались высыпания.,neutral
"Ничего Заказала постельное белье в качестве подарка. Пришло пыльное и грязное, написала продавцу , навстречу не пошли. Очень неприятно за такое отношение . По качеству постельное белье не долговечное)",negative
"Что белое Отгладить не возможно! Пробовали в прачечную отдать, чтобы там отгладили, но нет. Качество ткани и пошив оставляют желать лучшего",negative
"Ну..ткань тонкая, после стирки на 30 градусах подсела,розовый цвет не такой, как на фото товара, больше как сероватый тон,на год ,думаю, хватит",positive
"Просчитались с размером, надо ""евро"", поэтому отказ Комплект постельного белья упакован в форме кубика, хороший вариант подарка. Советую к покупке.",positive
"Очень хорошее белье, купила в подарок, понравился. Красивая расцветка, всегда приятно брать вещь, которая принесет тебе и твоим родным пользу. Спасибо производителям. Рекомендую.",positive
Прекрасная постель.И легко сушится и проглаживается . не садится .не линяет .Прошито все исключительно Приобрела сразу 2 комплекта в разной цветовой гамме . .Рекомендую покупателям 👍,positive
"На другом постельном (хлопок бязь) кот оставлял дырки когтями. Этому постельному белью плевать на когти. Ни одной затяжки за полгода использования! Ненавижу бельё, которое липнет к пяткам, это не тот случай. Не знаю кто там пишет про синтетику, но постельное, как облачко. Катышек тоже нет!",positive
"Если бы я знача, что связываюсь с синтетикой… нормальное бельё, но синтетическое. Под ним потеешь, после стирки затяжки, тело не дышит , а бельё заванивается",neutral
"это просто находка! очень красивое постельное белье, действительно хлопок и отличная ткань (правда нужно перед покупкой понимать что она может быть жестковата, но я такое и искала) нюанс: белье может быть немного маловато, на 1,5 брала 2-спальный комплект, подошло идеально",positive
"Добрый день. Потрясающий товар, великолепный постельный комплект. Принт по ткани необыкновенный, качество пошива превосходное, материал очень приятный, уютный и комфортный. Благодарю производителя и рекомендую 👍 ❤️🕊️",positive
"Очень жаль, что простынь короткая. Заявлена 220×220 В ширину 220 есть, а вот в длину даже заправить у изголовяь не хватает. Очень жаль!!! Очень расстроена. Купила ваш комплект и нарадоваться не могла, сплю только на нем, очень понравилась ткань. Увидела скидки и конечно захотелось второй комплект. Жаль, что со скидкой урезали и ткань(((((",neutral
"Комплект хороший, по размеру, строчки ровные. Нет запаха, нет ниток. Отлично прогладился. Но для меня жестковата ткань. Грубая какая-то. Зато не сползает с матраса.",positive
"Получила пастельное, упаковка хорошая в доп.пакет прозрачный, размеры совпадают, ткань мягкая, приятная наощупь, к пошиву притензий нет. Единственное ожидала фон ткани белее, по факту цвет основного фона бежевый. К покупке рекомендую.",positive
"Швы отличные, качество 100%, сразу постирала 40 градусов ничего не изменилось Шикарное белье, посоветую друзьям и родным. Спалось прекрасно, ощущение 18 века у королевских особ! Ну, правда что то в нем есть будто из прошлых веков, но в наших реалиях",positive
"Я в полном восторге от качества и дизайна этого постельного белья! Доставили буквально за день- как постелила, решила еще один комплект у вас взять🙈",positive
"Дополню свой отзыв. Еще один огромнейший плюс - это размер простыни: при двуспальном размере пододеяльника, простынь имеет евро размер. Это очень удобно.",positive
"Шикарнейшее постельное белье. Самое что ни на есть летнее. Вишенки очень милые, ткань хлопок с натуральными вкраплениями, мягкая, в меру плотная - я в полном восторге! Один из лучших комплектов в моей коллекции постельного белья🍒🍒🍒 Абсолютно все! Такого нет",positive
"На фото 2 подушки: одна белая, другая с рисунком. Наволочки рисунок не закрывает, через них видно. На белом всё хорошо. Мне не критично, а за эстетику и экологичность, полезность. И рада, что нашла Эко Постельное. Благодарю 😇 Восхительный рисунок, приятное. Идеально подошло, простынь беру специально большую)",positive
"Не знаю почему кому-то оно в отзывах показалось жестковатым, я не заметила такого, и это я сразу застелила без глажки и стирки, думаю после всех манипуляций будет еще мягче. Очень нравится принт, милые вишенки Мягкое, красивое постельное белье пододеяльник большеват сантиметров на 10, но я думаю это потому что я сразу надела без стирки",positive
"Не первый раз беру постельное белье этого брэнда. Очень нравится. Швы прошиты ровно, ткань приятная. Гладится чудесно. Рекомендую к покупке!",positive
"Очень классное постельное ! Поплин - мой любимый материал , все белье такого качества . Беру не первый комплект у Галтекса - после многих стирок качество не меняется",positive
"Впервые заказала постельное белье данного бренда. Пошив качественный. Расцветка соответствует заявленной, идеально подошла к интерьеру спальни. Ткань все же немного жестковата и больше похожа на бязь чем на поплин, но спать комфортно.",positive
"Приобрела комплект постельного белья и осталась в полном восторге. После стирки не потерял своего первоначального вида. Особенно порадовала качественная прошивка – нигде нет торчащих ниток или неровных швов. Пододеяльник и наволочки идеально подходят по размеру, ничего не болтается. Цвет насыщенный, не бледный, рисунок четкий. Однозначно буду покупать еще комплекты этой фирмы.",positive
"Впервые заказала постельное этой фирмы. Всегда покупаю поплин и не всегда качество меня устраивает. Галтекс меня приятно удивил, достаточно плотный хлопок (на 2 фото видно что не просвечивает), рисунок качественный. Однозначно буду ещё заказывать",positive
"Качество хорошее, приятное на ощупь постельное белье. Только получила, ещё не стирала и не пользовались, но думаю, что всё будет хорошо.",positive
"Прекрасное постельное белье! Заказываем уже не в первый раз, качество всегда на высоте. Отлично стирается, не линяет и не скатывается.",positive
"Комплект поплин ЛУГ очень понравился. Сшит качественно, наволочка с большим клапаном. Приятный на ощупь, не тонкий, расцветка спокойная. Рекомендую к покупке 👍",positive
Красивое По всей простыни какие то дырочки в несколько рядов. Как будто не прошитый край. И на наволочках менькие дырочки и зацепки. Обидно. Надеюсь не расползётся.,positive
"Натуральный состав, при стирке не поленяло. Приятно спать. Немного жестковато, но наверно потому что я не добавила кондиционер для белья в стирку Состав ткани Все нормально",positive
"постельное белье приятное, материал очень хороший, чуток сел при стирке, не критично, но имейте ввиду! рисунок четкий, претензий не имею, продавец хороший",positive
"Отличное качество! Комплект полностью оправдал ожидания: ткань приятная, а расцветка вживую в точности как на фото в карточке товара. Отдельно хочу отметить аккуратный пошив - все швы идеально ровные. Однозначно рекомендуем к покупке, будем заказывать еще!",positive
"Классное белье, приятное к телу за такое качество цена нормальная,в первый раз заказываю,переживала из за негативных комментариев,но все пришло в хорошем состоянии так ещё и раньше на пару дней,в общем красота ✨",positive
"Очень красивое постельное белье. На фото после первой стирки. Цвет и форма остались прежние. Ткань приличная, плотная, но не жесткая.",positive
"Качественное постельное белье, нежнейшая расцветка. Очень красиво смотрится, а спать на нем, думаю, будет одно удовольствие. Однозначно и от души рекомендую к покупке!!!",positive
"хорошее постельное белье, простынь на резинке как и хотела, долго искала подходящее постельное и остановилась на этом и не пожалела, спасибо",positive
"Постельное хорошего качества. Комплектность как и указана - 4 наволочки, простыня на резинке и пододеяльник с молнией. Рисунок на пододеяльнике может рябить в глазах, не обратила на это внимание в пункте выдачи, обнаружила только дома.",positive
"Пастельное белье идеальное для нашей семьи.Простынь в аккурат на матрас 160*200,наволочки 4шт,что тоже идеально,т.к муж любит подушки 70*70,а у меня маленькая подушка.Пододеяльник на молнии,в ногах одеяло не выглядывает.Качество превосходное!100%хлопок.Хочуеще заказать комплект с изумрудной простынью.Кстати,комплект хорошоупаковон,что подойдёт на подарок!,",positive
"Бельё хорошего качества, как и заявлено 100%хлопок. Не тонкое, приятное на ощупь. Ещё не пользовалась, просто примерила на кровать. Надеюсь, что простынь подойдёт по размеру. К покупке рекомендую.",positive
"Хорошего качества постельное бельё, на фото показала плотность ткани, думаю, что долго прослужит. Красивая расцветка, сдержанная и стильная. 4 наволочки в комплекте, простынь на резинке 🔥 цена восторг за такой комплект",positive
"Постельное белье супер, как на фото . Ткань приятная , всё как заявлено ! Цена - качество 👍🏻👍🏻👍🏻 Благодарю , буду советовать !",positive
"Всегда белье очень качественное ,уже складывать некуда ,но все равно беру,так как и качество хорошее и цена ! В этот раз еще дополнительно прикупила подушки у этого продавца ,мы очень довольны Качество,цвет,комплектация",positive
"Цвет как будто грязный, но а так пойдет,простынь явно не евро , у меня кровать 160/200 и она даже впритык",neutral
"За такую цену - супер🔥 Да, через какое-то время застирывается, появляются катышки, но за такую цену не стоит ожидать 100% хлопок. Спать комфортно👍🏻",positive
"постельное бельё просто прекрасное, материал приятный, качественный. пододеяльник и наволочки на подушки на застёжке, ничего не выскакивает. наволочка на резинке очень удобная, но иногда приходится поправлять",positive
"Качество постельного очень хорошее, приятная, спать очень хорошо, не электрезуется) Очень мягкое постельное Были какие-то отрезанные нитки внутри постедьного, но это не страшно",positive
"Выглядит как покупной отзыв, но тут платила только я. 😂 Трижды. И ни разу не пожалела. Есть полностью черный комплект от этого бренда, очень приятный к телу. Не скатался, ничего с ним не произошло. Кайф Обязательно еще раз закажу Цвет немного бледнее, чем на фото, но, собственно, это нормально👌 Простыня может чуть сдвинуться (под вашим весом, это тоже ок), Но она не скатается, не уползет, не убежит 😂 ❤️❤️❤️ Качество Наличие замков на пододеяльнике и наволочках",positive
"Качество данного постельного белья самое лучшее. Ткань плотное и в тот же момент мягкое, приятное на ощупь. Ивановский трикотаж, держит свою марку. Покупаю уже не первый раз и советую всем своим знакомым.",positive
"Не рекомендую! Дешевый одноразовый комплект из настоящей синтетики, красная цена ему 300 р! После первой стирки все в катышках, спать некомфортно, у ребенка пошла аллергия! Ничего Некачественный товар, дешевая одноразовая молния!",negative
"Брала в подарок, поэтому фото не могу прикрепить. Но на ощуп по качеству было приятное. Знаю,что после стирки не слиняло 👍упаковано хорошо",positive
"Постельное не плохое материал тоже НО.....жосткаватое грубовато немного материал , думала после стирки по мягче будет но нет все также .ткань плоткая на долго хватит.на любителя ,и расцветка тоже .мне не очень в живую выглядит как будто застироная ткань",positive
"Купила комплект внучке, в карточке товара конечно очень красиво! В реальности цвета более тёмные и сама ткань жестковата. Возможно после стирки будет мягче",positive
"Цвет комплекта потемнее, чем на фото. Розовый более пыльный. Серый мышиный. Само качество отличное. Все хорошо упаковано, пришло целое и быстро.",positive
"Качество не плохое, но на фото показаны квадратные подушки, а в описании две наволочки 50×70... Это и ввело в заблуждение (( Пришлось дополнительно подбирать квадратные 70×70. Но закать пока нет финансов)) 🤷‍♀️",positive
"Во первых были пятна маленькие ,но это ладно ,не критично если что отстирала бы Во вторых порванные наволочки ,да можно зашить но за такую сумму можно и нормальные отправить В третьих не подошло по размеру ,если бы ,размер подошел ,оставила бы ,но продавец даже не отвечает ,возврат не хотят как будто делать просто игнорируют",negative
"Увидела инструкцию по стирке и мягко говоря удивилась. Нельзя сушить в сушилке? Серьёзно? Как это возможно, чтобы в 21 веке нельзя было сушить бельё в сушильной машине? А что будет, если всё же посушу? Цвет, материал наощупь Инструкция по стирке",positive
"мне не подошел этот товар по размерам, а продавец не одобряет заявку вообще никак , нету вообще никакого уважения к покупателям, больше вообще ничего заказывать у этого продавца не буду , безобразное отношение к покупателям",negative
"Совершенно не такой как в рекламе в wildberries, вместо серого рисунка,там светло-голубой отвратительная передача цветовы данных . А в возврате белья мне отказали.",negative
Качество расцветка шикарная спасибо производителю но к прадовцу огромные претензии пришло распакованный пакет всё мятое поэтому я сняла две звёзды вернуть не могла у меня доставка проблемы с ногами,neutral
"Бельё понравилось, но есть одно но, немного смазан принт, оценку снижать не буду жене очень понравился комплект, яркий стильный, размер соответствует заявленному. В действительности выглядит лучше, ярче красивее чем на фото.",positive
"Отличное постельное белье, тем более для своей цены. К коже приятно, все швы без дефектов. После распаковки никакого неприятного запаха нет. Смотрится тоже чудесно – одновременно уютно и стильно.",positive
"Красивая расцветка, ткань как будто скользящая, летом возможно будете в ней потеть. Взяла на пробу, обычно берем из другой ткани, более дыщащей.",positive
"КРАЙГЕ НЕПРИЯТНЫЙ ПРОДАВЕЦ По ошибке заказал не тот комплект, попросил продавца оформить возврат, так как с постельным все хорошо, просто не подошло, изначально он ответил узнал что случилось и спросил какой размер белья нужен(может имеел ввиду заменить просто) в итоге через время перестал выходить на связь, оформлял возврат через поддержку , мне было отклонено, сам продавец на связь не выходит, как то не по людски",negative
"отличное постельное белье, после стирки не выцвело и ничего не окрасило, очень приятное на ощупь, очень давно хотела купить черное и именно с резинками и вот нашла, не жалею",positive
